Date,Text,Box,Status,Temperature,Sentiment
2021-11-27-17-31,"Anytime! It looks real good on you, so keep rocking it Euni! 🔥🔥 That said, I hope you are having a go… https://t.co/j8aJwkdXi5","[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clear,2.42,Positive
2021-11-27-17-31,😭😭😭😭 yeah and you’re so scary,"[[-79.76259, 40.477383], [-79.76259, 45.015851], [-71.777492, 45.015851], [-71.777492, 40.477383]]",Clear,2.42,Negative
2021-11-27-17-31,Make racists afraid again. Great work by @amyspitalnick and the @IntegrityforUSA team.,"[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clear,2.42,Positive
2021-11-27-17-31,Sure. DM,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-31,I mean he WAS an adorable baby.,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-31,I do the same lol,"[[-75.563587, 38.788657], [-75.563587, 41.357424], [-73.88506, 41.357424], [-73.88506, 38.788657]]",Clear,2.42,Positive
2021-11-27-17-31,The reaction we show is a very good sign that there is something inside that clearly seeks our attention. One of t… https://t.co/Z2PggS6vUz,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clear,2.42,Positive
2021-11-27-17-31,I’m so happy 🥲,"[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clear,2.42,Positive
2021-11-27-17-31,Haha we are cuties 🎀🎀🎀 Thank you dear Mario 💕😄😄,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-31,"It’s nice to be able to retreat to a relaxing eye of the storm, especially with casinos within wal… https://t.co/YRkQXtej7S","[[-79.76259, 40.477383], [-79.76259, 45.015851], [-71.777492, 45.015851], [-71.777492, 40.477383]]",Clear,2.42,Positive
2021-11-27-17-31,I love these bots!,"[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clear,2.42,Positive
2021-11-27-17-31,My little Angel is so beautiful love you @msaaliyahblue 💕💕💕💕💕 you know I ALWAYS have your back.,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-32,Hopefully this is Harbsgiving weekend and we eek out a win as well tomorrow 💜,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-32,"Also Wilson isn't in a fight, he's standing on top of Buchnevich and Panarin comes to defend his teamm… https://t.co/LNsX677XCm","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-32,Thanks Radka ‼️,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-32,Absolutely 0 creativity in playcalling,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-35,Lol just precious,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-35,Sad to say I’m going to be taking a break from my Daily Poster Series for the time being. I’ll be working on my o… https://t.co/ccCQcXM2Hv,"[[-79.76259, 40.477383], [-79.76259, 45.015851], [-71.777492, 45.015851], [-71.777492, 40.477383]]",Clear,2.42,Negative
2021-11-27-17-35,I fuck grown men so yeah 🤷🏾‍♀️,"[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clear,2.42,Negative
2021-11-27-17-35,Hope everyone had a great Thanksgiving! Back to basketball.. #djmilnyc @LSMTalent https://t.co/rwh0HFyBLH,"[[-73.975906, 40.68297], [-73.975906, 40.68297], [-73.975906, 40.68297], [-73.975906, 40.68297]]",Clear,2.42,Positive
2021-11-27-17-35,"Always better to have people thankful for you than to be a thankless piece of … From a wise, thankful friend. 💙","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-35,"Gorgeous murals of winter flowers by artist Evan Paul English will feature at both our holiday market locations, co… https://t.co/hW8cFi3Wwj","[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-35,Dunno but better not be All Stars..love them but let’s keep it a Real World Road Rules thing,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-35,Derek Mason been keeping his cheat sheet hidden 😢,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Negative
2021-11-27-17-35,Good God woman!!! It’s 530 on a Saturday night . Take a pill .,"[[-79.76259, 40.477383], [-79.76259, 45.015851], [-71.777492, 45.015851], [-71.777492, 40.477383]]",Clear,2.42,Positive
2021-11-27-17-35,This is BAD.,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Negative
2021-11-27-17-35,🎶✨🌟✨🌟✨💝✨🌟🎶*A LITTLE Saturday NIGHT TREAT MUSIC!🎶✨🌟💝🤗*A BEAUTIFUL VERSION!🤗💝🌟🌟🌟🌟🌟🌟🎁💝*SONG➡*MARY DID YOU KNOW?!🎶 🌟🌟🌟🌟… https://t.co/xk3G8u6Bl8,"[[-73.727776, 40.950918], [-73.727776, 42.050588], [-71.786994, 42.050588], [-71.786994, 40.950918]]",Clear,2.42,Positive
2021-11-27-17-35,This was GREAT. Check This Out. #Awesome #HolidayCheers #HappyHolidays #MerryChristmas #HappyNewYear2022 @ Reallife… https://t.co/DFjDXWaR6k,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-35,"Eli retirement honestly, Daniel Jones has no idea to make pre-snap adjustments, and fans wanna give him another year 😂","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-35,"we really need to address the ‘dancing in the street man’, cause like wtf?…","[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-35,my energetic diet is strict - i’m as discerning about the informatio… https://t.co/ZRuLKMA9TH,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-35,White women and their severe lack of respect for black women's space: an epic Sasha that is entirely too long,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Negative
2021-11-27-17-36,Bill O Brien better see himself out the door. This offense can’t sniff a first down.,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-36,Welcome to Opposite Day!,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-36,Suns are on a 15-game streak but are playing the 2nd leg of a back to back. Really interested to see how they appro… https://t.co/PaOtJOQTFq,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-36,…..I ain’t gunna lie….I’m laughing about it outside but inside…I’m a mess. The cry where ya shoulders start jumping… https://t.co/44J8O9HXnr,"[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clear,2.42,Negative
2021-11-27-17-36,Cool seeing Jarrett Jack back at Barclays Center. He’s an assistant coach on the Suns.,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-36,Lol facts dawg,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-36,"Join the Englewood Health team! See our latest #Nursing job openings, including ""Medical Assistant FT Urgent Care F… https://t.co/AwTX5f2ULt","[[-73.994557, 40.865695], [-73.994557, 40.913406], [-73.949202, 40.913406], [-73.949202, 40.865695]]",Clear,2.42,Positive
2021-11-27-17-37,LOL at those tiny books. Brother be flexing!,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-37,This movie was fucking AWESOME. Definitely the best hand to hand combat Marvel film.,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-37,#Mets’ SP staff is one big cloud of uncertainty right now. Stroman had the 8th best ERA and the most starts in the… https://t.co/HCdqmhftv4,"[[-73.772692, 40.919044], [-73.772692, 40.982365], [-73.713636, 40.982365], [-73.713636, 40.919044]]",Clear,2.42,Positive
2021-11-27-17-37,Robbie you’re too kind!,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clear,2.42,Positive
2021-11-27-17-37,"As the season goes on, i think this team just has to focus on getting better. Right now its sluggish, BUT, we have… https://t.co/H5XbCHjoGZ","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-37,"This Marketing job might be a great fit for you. Click the link in our bio to see it and more. Product Manager, Cel… https://t.co/8XqbhvTn7x","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-38,Honestly they’re missing out,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clear,2.42,Positive
2021-11-27-17-38,"Okay @aegon555, your comments are just dumb But it's a free country so giddy up with full marks for participation.","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-38,Rewatched #500DaysofSummer and honestly I forgot how much I loved the soundtrack and just everyone in this https://t.co/CI0fT9Zia9,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clear,2.42,Positive
2021-11-27-17-38,Please #IMA stop playing Wheeler. It’s hard to watch and hard to stomach. #SJUBB but by all means get more minutes for Nyiwe!!!,"[[-73.039115, 40.837693], [-73.039115, 40.921065], [-72.972416, 40.921065], [-72.972416, 40.837693]]",Clear,2.42,Positive
2021-11-27-17-38,Olive Garden is pretty good actually,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-38,Would love either,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-38,"Met up and played with @eli_zaheer! The man pummeled my hole. Who knew he was a good top, too? Beyond that he’s s… https://t.co/opcP09G8vP","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-38,It’s nice right?😎,"[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clear,2.42,Positive
2021-11-27-17-38,Politicians will continue to overreact as long as it doesn’t cost them anything.. ugh,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Negative
2021-11-27-17-39,Cleared: Incident on #I495 EB at Exit 23 - Main Street,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clear,2.42,Positive
2021-11-27-17-39,#Mets’ SP staff is one big cloud of uncertainty right now. Stroman had the 8th best ERA and was tied for the most… https://t.co/NXIjQtZbvi,"[[-73.807197, 40.881294], [-73.807197, 40.988329], [-73.755414, 40.988329], [-73.755414, 40.881294]]",Clear,2.42,Positive
2021-11-27-17-39,y'all all be eating the same shit !!!!,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Negative
2021-11-27-17-39,"Sorry for your loss, Anthony!","[[-73.352711, 40.875439], [-73.352711, 40.929961], [-73.233913, 40.929961], [-73.233913, 40.875439]]",Clear,2.42,Negative
2021-11-27-17-39,I feel u cuh lol,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-39,Incident on #I495 EB at Exit 22A - Grand Central Parkwy https://t.co/xKZh1TRVot,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clear,2.42,Positive
2021-11-27-17-40,When the win is so big it warrants a “ok this is trending” write-up but it’s not wrong! https://t.co/fTRtnLiq3M,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-40,I really wonder why your smile lingers in my brain after so manny years.,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-40,"Not me but this may be how y’all kids give it up ⬆️ lol @ Bronx, NY https://t.co/kmv7IXps3t","[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clear,2.42,Positive
2021-11-27-17-41,I averaged 0 points 0 assists 0 rebounds and 10 steals per game in gym class bro,"[[-74.057043, 40.757384], [-74.057043, 40.823639], [-73.991972, 40.823639], [-73.991972, 40.757384]]",Clear,2.42,Negative
2021-11-27-17-41,I really wonder why your smile lingers in my mind after so many years,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-41,"Career tip for landing jobs like ""Sourcer I"" in New York, NY. Go on informational interviews. The best way to get a… https://t.co/WaCk0rvMHJ","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-41,The plot twists in True Story &gt;&gt;&gt;,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-41,Aye-yai-yai! I'm not sure; I'm obsessed with high raised bikinis. I wouldn't mind; both are good. 😘😘😘… https://t.co/Sudz0yHljh,"[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clear,2.42,Positive
2021-11-27-17-41,I’m so insanely obsessed with Spider-Man and can’t wait for the new movie.,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clear,2.42,Negative
2021-11-27-17-41,It’s so hard to let go and be yourself again isn’t it?,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Negative
2021-11-27-17-42,Never saw a guy that open lol.,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-42,They’re not going to cancel it. Not at this point. They’ll probably be super cautious,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-42,"Nervous to apply for a job like ""STORE MANAGER CANDIDATE in DOVER PLAINS, NY"" at Dollar General? Apply even if you'… https://t.co/l32Ric92UQ","[[-79.76259, 40.477383], [-79.76259, 45.015851], [-71.777492, 45.015851], [-71.777492, 40.477383]]",Clear,2.42,Positive
2021-11-27-17-42,My point is still he didn't get the chance to walk away. If Wilson knocks him down once I think Panari… https://t.co/kPYWzA92ZG,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Negative
2021-11-27-17-43,"Don't be shy. Score a job like ""Associate Sales Representative"" at Intertek by asking for referrals. It's a great w… https://t.co/1tPWjmKq5A","[[-75.563587, 38.788657], [-75.563587, 41.357424], [-73.88506, 41.357424], [-73.88506, 38.788657]]",Clear,2.42,Positive
2021-11-27-17-43,Crazy cat guy in Brooklyn #2 #cats #catsofinstagram @ Bushwick https://t.co/cx7eDyYwue,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Negative
2021-11-27-17-43,"why do you continuously say Wisconsin has a 7 game win streak against Minnesota?!? Last I saw,… https://t.co/XzllaCC59i","[[-73.343963, 40.675966], [-73.343963, 40.712882], [-73.313098, 40.712882], [-73.313098, 40.675966]]",Clear,2.42,Positive
2021-11-27-17-43,At some point the real version of you will have to appear and most won’t like it .,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-43,Very sorry for your loss Patrick.,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clear,2.42,Negative
2021-11-27-17-43,"I mean Michigan, Cincinnati, and Alabama shouldn't be in if they lose.","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Negative
2021-11-27-17-43,"Megadeth 2021 Jones Beach Theatre New York..💯👍🏻 Sept.12,21 👏🏻👍🏻❤️ Great kick-ass show..! ❤️💯 https://t.co/qIqz1vuAzn","[[-74.255641, 40.495865], [-74.255641, 40.91533], [-73.699793, 40.91533], [-73.699793, 40.495865]]",Clear,2.42,Positive
2021-11-27-17-43,Hmm it’s def giving mixed is mandatory..I could be wrong though..,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Negative
2021-11-27-17-43,My favorite mural in nyc,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-43,#JoyBiden's acknowledged Friday #Covid19-omicron danger and called on nations expected to meet at the World Trade… https://t.co/zil5a2w53A,"[[-74.255641, 40.495865], [-74.255641, 40.91533], [-73.699793, 40.91533], [-73.699793, 40.495865]]",Clear,2.42,Negative
2021-11-27-17-44,Happy Saturday 🥴 https://t.co/JnwwCKnzxl,"[[-73.354311, 40.740662], [-73.354311, 40.783594], [-73.295069, 40.783594], [-73.295069, 40.740662]]",Clear,2.42,Positive
2021-11-27-17-44,"Yes, and the way that ass moves is so sexy!","[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clear,2.42,Positive
2021-11-27-17-44,"This job might be a great fit for you: Trust Reporting Analyst 3 - New York, NY - https://t.co/tkoTd2FwGA #Finance #NewYork, NY","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-44,"Have a great all, Rino!","[[-73.727776, 40.950918], [-73.727776, 42.050588], [-71.786994, 42.050588], [-71.786994, 40.950918]]",Clear,2.42,Positive
2021-11-27-17-45,Whoever coined the phrase “Phone Eats First” definitely needs to trademark that,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-45,Fresh cut like Jordans on a Saturday https://t.co/aKMPu24qYB,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Positive
2021-11-27-17-45,lmao bro she black too like how,"[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clear,2.42,Positive
2021-11-27-17-45,Nice thanks for the info,"[[-74.021081, 40.718971], [-74.021081, 40.742691], [-73.971986, 40.742691], [-73.971986, 40.718971]]",Clear,2.42,Positive
2021-11-27-17-45,"See our latest #NewYork, NY #Digital job opportunity and click the link in our bio to apply: ELECTRICAL SURGE DEVELOPER at Cognizant","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-45,I haven’t called my family for thanksgiving because I’m testing them see how long it takes for THEM to call ME so far they’ve failed,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Negative
2021-11-27-17-45,Kinda cold. Perfect night for a dry hot pot. Ah... i need that Ma La sauce rapturing my insides.,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Positive
2021-11-27-17-45,Make me dinner and then we’ll talk lol,"[[-73.697212, 40.723303], [-73.697212, 40.741816], [-73.67497, 40.741816], [-73.67497, 40.723303]]",Clear,2.42,Positive
2021-11-27-17-46,Three more variants 'til we get a free sub.,"[[-74.255641, 40.495865], [-74.255641, 40.91533], [-73.699793, 40.91533], [-73.699793, 40.495865]]",Clear,2.42,Positive
2021-11-27-17-46,They new world order was kicked out they mad should of had real stories instead of dream stories,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.42,Negative
2021-11-27-17-46,LMFAOOOO now why tf would y’all throw cookies at Tutu y’all lucky she ain’t realize it. 🤣🤣🤣,"[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clear,2.42,Positive
2021-11-27-17-46,"Already seent a shit ton of featurettes about this film, but hey. #NowWatching #TheMoviesThatMadeUs: Aliens (S3.E5)… https://t.co/4Tij3xHHF5","[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.42,Negative
2021-11-27-17-46,I think he’s missing something… https://t.co/ZFiZtqCUPE,"[[-75.563587, 38.788657], [-75.563587, 41.357424], [-73.88506, 41.357424], [-73.88506, 38.788657]]",Clear,2.42,Negative
2021-11-27-17-46,Fuck going on outside?,"[[-73.623737, 40.638174], [-73.623737, 40.687876], [-73.596821, 40.687876], [-73.596821, 40.638174]]",Clear,2.42,Negative
2021-11-27-17-46,welcome to the cham fam,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clear,2.42,Positive
2021-11-27-17-50,Good Boy!🗽👍,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.49,Positive
2021-11-27-17-50,What happens if Alabama loses this game and beats Georgia? Does Alabama get in at 11-2? Does Georgia get in at 11-… https://t.co/MPg9y39q8e,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.49,Negative
2021-11-27-17-50,When I’m feeling bad about myself I get angry at teenagers,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.49,Negative
2021-11-27-17-50,THE ROAD TO TOP 5!. HELP ME &amp; @StarlightUS OUT! @TwitchStreamTTV @SupStreamers @streamerwall @MixerRetweet… https://t.co/X8BMWh6oSd,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.49,Positive
2021-11-27-17-50,Jelly needs a safe space. https://t.co/VQWahviVUy,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.49,Positive
2021-11-27-17-50,My Cyber Week sale is happening now! Head to my Etsy shop to find a great deal on something special. #USJAShopping… https://t.co/ytr3O5oGLR,"[[-79.76259, 40.477383], [-79.76259, 45.015851], [-71.777492, 45.015851], [-71.777492, 40.477383]]",Clear,2.49,Positive
2021-11-27-17-50,"I have now successfully typed one sentence into a blank word document, and then stared at it for 4 hours. This pape… https://t.co/aqQ6Qi51Z6","[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clear,2.49,Positive
2021-11-27-17-50,Interesting that they waited until they went on the road. 🤔 Coincidence? I think not! 💰,"[[-73.807197, 40.881294], [-73.807197, 40.988329], [-73.755414, 40.988329], [-73.755414, 40.881294]]",Clear,2.49,Positive
2021-11-27-17-50,THE ROAD TO TOP 5 HAS BEGUN! HELP ME &amp; @StarLightUS OUT! @gameinformer @MonsterDface @drdisrespect @Jake_Randall_YT… https://t.co/qf3PcBOoH4,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.49,Positive
2021-11-27-17-51,"This is generally right BUT given “people” really starts to feel like an undifferentiated mass in NYC, idk","[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.49,Positive
2021-11-27-17-51,This Is BAD!! STINKER!,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clear,2.49,Negative
2021-11-27-17-51,ROAD TO TOP 5 HAS BEGUN!! https://t.co/c6DZVxERAQ NEED ANY HELP/SUPPORT I CAN GET 🙏🏼 @drdisrespect @NICKMERCS… https://t.co/eRKKV0ZV0b,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.49,Positive
2021-11-27-17-51,"El Salvador to Create ‘Bitcoin City,’ Use $500M of Planned $1B Bond Offering to Buy More Crypto – Coindesk: El Salv… https://t.co/03fCjIDSgu","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clear,2.49,Positive
2021-11-27-17-51,An excellent thread that went over A LOT of peoples’ heads because they’re too blinded by ignorance and their own p… https://t.co/8ztRHx6NK7,"[[-73.272479, 40.801671], [-73.272479, 40.846067], [-73.147805, 40.846067], [-73.147805, 40.801671]]",Clear,2.49,Positive
2021-11-27-17-51,Shouldn't Full House and Family Matters be on Disney+ since they were part of ABC'S TGIF?,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clear,2.49,Positive
2021-11-27-17-51,desperately need men in their 30s to know i no longer have time to waste now that i’m in my late 20s,"[[-73.727776, 40.950918], [-73.727776, 42.050588], [-71.786994, 42.050588], [-71.786994, 40.950918]]",Clear,2.49,Negative
